,smiles
4551,C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C=C1)O)O
4552,C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C=C1)OC)O
4553,CC(C)(C)CO
4554,COC1=CC(=CC(=C1O)OC)C=CC(=O)OC2C(C(C(OC2OC(=O)C=CC3=CC(=C(C(=C3)OC)O)OC)CO)O)O
4555,C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C(=C1)OC)O)OC
4556,COC1=C(C=CC(=C1)C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O
4557,C1=CC=C(C(=C1)C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O
4558,C1CN2CC3CC(C2CC1O)CN4C3CC(=O)C=C4
4559,CC=C(C)C(=O)OC1C2CC(CN3C2CCCC3=O)C4N1CCCC4
4560,CC=C(C)C(=O)OC1CCN2CC3CC(C2C1)CN4C3CC(=O)CC4
4561,CC=C(C)C(=O)OC1CCN2CC3CC(C2C1)CN4C3CCCC4=O
4562,C1CC2C3CC(CN2C(=O)C1)C4CC(CCN4C3)O
4563,C1=CC(=CC=C1CCC2=CC(=CC(=C2)O)O)O
4564,CC(=O)CC1=CC(=CC(=O)O1)O
4565,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CSC=C4)O
4566,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCCCN
4567,CCC(C)C(C(=O)NCC(=O)NC(C)C(=O)NC(C)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)N2CCCC2C(=O)N3CCCC3C(=O)NCC(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(CCSC)N
4568,COC(=O)C(CO)N
4569,C1C2C(C(S1)CCCCC(=O)NCCCCCN)NC(=O)N2
4570,CCCCCCCCCCCC(=O)N(C)CC(=O)O
4571,C1=CC=C(C=C1)CON
4572,CCOC(=O)C(C(C)O)N
4573,C(C#N)N
4574,CC(C)(C)C(=O)OC1=CC=C(C=C1)[N+](=O)[O-]
4575,CC(C)CC(C(=NC(CCC(=N)O)C(=NC(CC(=O)O)C(=NC(CCCCN)C(=O)O)O)O)O)N=C(C(CCC(=O)O)N=C(C(CC(=O)O)N=C(C(CCC(=O)O)N=C(C(C(C)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=O)O)N=C(C(CCC(=O)O)N=C(C(COP(=O)(O)O)N=C(C(CCC(=N)O)N=C(C(CC1=CC=CC=C1)N)O)O)O)O)O)O)O)O)O)O)O)O
4576,CCC(C)C(C(=O)NC(C(C)CC)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(C(C)C)C(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CNC=N3)NC(=O)C(CC4=CNC=N4)NC(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)CNC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC6=CNC=N6)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC(=O)O)N
4577,C#CCN
4578,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC8=CC=CC=C8)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC9=CNC=N9)N
4579,C(CC(=O)NO)C(C(=O)O)N
4580,C1=CC=C(C=C1)COC(=O)NC(CCC(=O)N)C(=O)NCC(=O)O
4581,CCCCCNC(=O)CCCCC1C2C(CS1)NC(=O)N2
4582,C(CCCCCN)CCCCC(=O)O
4583,C1=CC(=C(C=C1CN)Cl)F
4584,C1=CC=C(C=C1)C(=O)N(C(CCC(=O)N)C(=O)NCC(=O)O)C(=O)O
4585,CCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
4586,CC1=C(N2C(=C(C(=O)N2C1=O)C)CCl)C
4587,CCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
4588,CCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
4589,C1=CC=C(C=C1)CN(C(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O)[N+](=O)[O-]
4590,C1=CC=C(C=C1)CNC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O
4591,CCCCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
4592,CC1=C(N2C(=C(C(=O)N2C1=O)C)CSCC(C(=O)CNC(=O)O)NC(=O)CCC(C(=O)O)N)C
4593,CSCC(C(=O)NCC(=O)O)N
4594,C1CC(N(C1)C(=O)CN)C(=O)O
4595,CCNC(=O)CCC(C(=O)O)N
4596,C(CC(=O)O)C(C(=O)O)NC(=O)CNC(=O)CN
4597,C(C(=O)NCC(=O)NCC(=O)O)N
4598,C(CC(=O)NC(CS(=O)(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N
4599,CC(CCC(=O)C(CCC(=O)O)N)C(C(=O)O)N
4600,C(CC(C(=O)C(CCC(=O)O)N)NC(=O)N)C(C(=O)O)N
4601,C1C(C(NC1C(=O)O)C(=O)C(CCC(=O)O)N)O
4602,C1=CC(=C(C=C1NC(=O)CCC(C(=O)O)N)C(=O)O)[N+](=O)[O-]
4603,C[Se]CC(C(=O)O)NC(=O)CCC(C(=O)O)N
4604,C(C#N)C(C(=O)O)N
4605,C1=CC(=CC(=C1)N)C(=O)C(CCC(=O)O)N
4606,CC(C(=O)O)NC(=O)CNC(=O)CN
4607,C1=NC(=C(N1)CC(C(=O)O)N)C(=O)C(CCC(=O)O)N
4608,CC(C(=O)NCC(=O)O)N
4609,C(CC(=O)NCCS(=O)(=O)O)C(C(=O)O)N
4610,C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N
4611,C(CC(C(=O)C(CCC(=O)O)N)N=C(N)N)C(C(=O)O)N
4612,C(CNC(=O)CCC(C(=O)O)N)C#N
4613,COC1=CC(=CC2=CC=CC=C21)N
4614,C=C1CC1CC(C(=O)O)N
4615,CCC(C(=O)[O-])N
4616,CC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)O)N
4617,CC(CC(C(=O)NC(C)C(=O)O)N)CC(=O)C(CCC(=O)O)N
4618,C(CC(C(=O)O)N)C(CN)C(=O)C(CCC(=O)O)N
4619,CC(C)CC(C(=O)NC(C(C)C)C(=O)O)N
4620,CS(=O)(=O)CS(=O)CS(=O)CS(=O)CC(C(=O)O)NC(=O)CCC(C(=O)O)N
4621,C1=CC(=C(C=C1CC(C(=O)O)N)C(=O)C(CCC(=O)O)N)O
4622,C1=CC(=CC(=C1)CC(C(=O)O)N)C(=O)C(CCC(=O)O)N
4623,CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)N
4624,C1=CC2=C(C=C1C(=O)C(CCC(=O)O)N)C(=CN2)CC(C(=O)O)N
4625,C(CN)C#N
4626,CC(C)CC(C(=O)O)NC(=O)CCC(C(=O)O)N
4627,C(CC(=O)NC(CC#N)C(=O)O)C(C(=O)O)N
4628,C=C1CC1CC(C(=O)O)NC(=O)CCC(C(=O)O)N
4629,C1CNC(C1N)C(=O)O
4630,CC1=CC(=O)OC2=C1C=CC(=C2)N
4631,C1CC1(C(=O)O)N
4632,C1=CC(=C(C=C1N)C(=O)O)[N+](=O)[O-]
4633,CC(CC(C(=O)O)N)CC(=O)C(CCC(=O)O)N
4634,C1=CC(=CC=C1NC(=O)CCC(C(=O)O)N)[N+](=O)[O-]
4635,CSCCC(C(=O)N)N
4636,C1CC(NC1C(=O)C(CCC(=O)O)N)C(=O)O
4637,CC(C)(C)CNC(=O)CCC(C(=O)O)N
4638,C1=CC=C2C=C(C=CC2=C1)NC(=O)C(CCC(=O)N)N
4639,CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)C(CCC(=O)N)N
4640,C(CC(=O)O)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O)N
4641,CC(C)C(C(=O)O)NC(=O)C(CCC(=O)N)N
4642,CCCCNC(=O)OCC(C(=O)O)N
4643,C1CCC(CC1)NC(=O)CCC(C(=O)O)N
4644,CC(C(C(=O)CCC(C(=O)O)N)C(=O)O)N
4645,CCCCNC(=O)SCC(C(=O)O)N
4646,C1=CC=C(C=C1)CNC(=O)CCC(C(=O)O)N
4647,C(CC(=O)O)C(C(=O)NCC(=O)O)N
4648,CC(CN)(C(=O)CCC(C(=O)O)N)C(=O)O
4649,C(CC(=O)NCCC(=O)O)C(C(=O)O)N
4650,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N
4651,CC(C(=O)NC(CCC(=O)N)C(=O)O)N
4652,C1=CC=C(C=C1)NC(=O)CCC(C(=O)O)N
4653,C1CC(=O)NC1C(=O)NC2=CC3=CC=CC=C3C=C2
4654,CC(C)(C)OC(=O)C(CCC(=O)N)N
4655,C1CC(=O)NC1C(=O)NCC(=O)O
4656,CCCNC(=O)SCC(C(=O)O)N
4657,CC(C)NC(=O)CCC(C(=O)O)N
4658,C(CC(=O)N)C(C(=O)N)N
4659,C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCC(=O)O)N)O
4660,C1CCC(C1)NC(=O)CCC(C(=O)O)N
4661,C1CC(=O)NC1C(=O)O
4662,CC(C)(C)CCNC(=O)CCC(C(=O)O)N
4663,C1=CC(=CC=C1C(=O)O)NN
4664,CNN
4665,C1=CC(=CC=C1CO)NNC(=O)CCC(C(=O)O)N
4666,C1=CC=C(C=C1)COC(=O)CCC(C(=O)O)N
4667,C1=CC(=CC=C1CO)NN
4668,C1=CC=C2C(=C1)C=CC=C2NN
4669,C1=CC=C(C=C1)N(C(=O)CCC(C(=O)O)N)N
4670,C1=CC(=CC=C1NC(=O)CCC(C(=O)O)N)O
4671,CC(C)C(CC(=O)O)(C(=O)O)O
4672,CCC(C(=O)O)C(C(C)C)(C(=O)O)O
4673,CC(C)C(=O)C(=O)[O-]
4674,CC(C)C(C(C)C(=O)O)(C(=O)O)O
4675,CC(C)C(CC(=O)O)(C(=O)OC)O
4676,CC(CC(=O)O)(C(=O)O)O
4677,CCCC(CC(=O)O)(C(=O)O)O
4678,CCCC(C(=O)O)C(C(C)C)(C(=O)O)O
4679,CSCCCCC(=O)C(=O)O
4680,CSCCC(CC(=O)O)(C(=O)O)O
4681,CSCCCCCCCC(=O)C(=O)O
4682,CSCCCCCCCC(CC(=O)O)(C(=O)O)O
4683,CSCCCC(=O)C(=O)O
4684,CSCCCC(=O)C(=O)[O-]
4685,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(C(C(C(O5)CO)O)O)O)CO)CO)CO)O)O)NC6C=C(C(C(C6O)O)O)CO
4686,C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O
4687,C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)O)O)O)O)O)O
4688,COC1(C(C(C(O1)CO)O)O)CO
4689,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O
4690,C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O
4691,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C(=O)O
4692,CC1=CC(=O)OC2=C1C=CC(=C2)O
4693,C1=CC(=CC2=C1C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O
4694,COC1=C(C=CC(=C1)C=CCO)OC2C(C(C(C(O2)CO)O)O)O
4695,C1=CC(=CC=C1C=CCO)OC2C(C(C(C(O2)CO)O)O)O
4696,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C=CCO
4697,COC1=CC(=CC(=C1O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O.[Cl-]
4698,COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O
4699,C1=CC(=CC=C1C2=C(C=C3C(=CC(=O)C=C3O2)[O-])OC4C(C(C(C(O4)CO)O)O)O)O
4700,COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O
4701,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2)O)O)O)O
4702,COC1=C(C=CC(=C1)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O)O.[Cl-]
4703,COC1=C(C=CC(=C1)C2=C(C=C3C(=CC(=O)C=C3O2)O)OC4C(C(C(C(O4)CO)O)O)O)[O-]
4704,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O)O.[Cl-]
4705,C1=CC(=CC=C1C(=O)O)OC2C(C(C(C(O2)CO)O)O)O
4706,C1=C(C=C(C=C1O)O)C(=O)O
4707,COC1=C(C=CC(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O
4708,C1=CC=C2C=C(C=CC2=C1)CC(=O)O
4709,CCC(=O)OC1=CNC2=CC=CC=C21
4710,COC1=CC(=C(C=C1)OC)C=CC(=O)O
4711,C1=CC=C2C(=C1)C(=CN2)CC(=O)OC3C(C(C(C(O3)CO)O)O)O
4712,C1=CC=C2C(=CC=C(C2=C1)CCC(=O)[O-])CCC(=O)[O-].[Na+].[Na+]
4713,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O
4714,C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O
4715,C1=CC(=CC(=C1)[O-])C=CC(=O)O
4716,C1=CC(=C(C=C1C(=O)OC2C(C(C(C(O2)CO)O)O)O)O)O
4717,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O
4718,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)COP(=O)([O-])[O-])O)O)O)O)O)O)O
4719,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O
4720,C1=CC=C2C(=C1)C=CC=C2OC3C(C(C(C(O3)C(=O)O)O)O)O
4721,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O
4722,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O)OC3C(C=C4)O
4723,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC6C(C(C(C(O6)C(=O)O)O)O)O
4724,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
4725,CC(=O)C1C(CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O
4726,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
4727,C1=CC2=C(C=C1O)C(=O)C3=C(C2=O)C=C(C=C3)O
4728,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O)C=C5C(=C(C(=O)N5)C=C)C
4729,C1=CC=C(C=C1)C2=CC=C(C=C2)NC3C(C(C(C(O3)C(=O)O)O)O)O
4730,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
4731,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)OC6C(C(C(C(O6)C(=O)O)O)O)O
4732,CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)O
4733,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OC8C(C(C(C(O8)C(=O)O)O)O)O)OC)O)O
4734,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
4735,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
4736,CC1=C(NC(=C1CCC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)CC3=C(C(=C(N3)C=C4C(=C(C(=O)N4)C)C=C)C)CCC(=O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C=C6C(=C(C(=O)N6)C=C)C
4737,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N
4738,CN(C)CCCN=C1C2=NC3=CC(=O)C=CC3=CC2=C4C(=NNN4)C1=O
4739,C1CC12CN(CC2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5CC5F)F
4740,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC
4741,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
4742,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F
4743,CC1=C(C(CCC1O)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
4744,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O
4745,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
4746,CCOC1=CC=C(C=C1)NC(=O)N
4747,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
4748,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
4749,CCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O
4750,COC1=C(C=C(C=C1)CCNCC(C2=CC=C(C=C2)O)O)OC
4751,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3
4752,CC1=NN(C(=O)C1)C2=CC=CC=C2
4753,CN1C(CCC1=O)C2=CN=CC=C2
4754,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
4755,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
4756,C[N+](C)(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)C4C(C(C(C(O4)C(=O)[O-])O)O)O
4757,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
4758,CC1(CCCC2(C3C1C(C2CO)CC3)C)C
4759,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)OC5C(C(C(C(O5)C(=O)O)O)O)O
4760,CCCCCC1=CC2=C(C(=C1)O)C3=C(C=CC(=C3)C)C(O2)(C)C
4761,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
4762,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OC5C(C(C(C(O5)C(=O)O)O)O)O
4763,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2
4764,CC1=C(C(=O)C=CN1C)O
4765,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
4766,C1=CC2=C(C=C1O)C(=CN2)CCO
4767,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
4768,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
4769,C1=CC=C(C(=C1)CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)NC3=C(C=CC=C3Cl)Cl
4770,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O)OC3C(C=C4)OC7C(C(C(C(O7)C(=O)O)O)O)O
4771,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
4772,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
4773,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
4774,C1=CC(=CC=C1C(=O)O)N=[N+]=[N-]
4775,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
4776,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
4777,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
4778,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
4779,CC12CCC(CC1CCC3C2C4CC5(C3CCC5C(=O)CO)C(O4)O)O
4780,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
4781,CC12CCC3C(C1CC(C2O)OC4C(C(C(C(O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O
4782,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
4783,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
4784,CC(C1=CC2=C(C=C1)C=C(C=C2)O)C(=O)O
4785,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
4786,C1=CC=C(C(=C1)C=CC(=O)C2=CC=CC=C2O)O
4787,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)OC6C(C(C(C(O6)C(=O)O)O)O)O
4788,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC
4789,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
4790,COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O
4791,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
4792,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
4793,COC1=C2C(=O)CC(OC2=CC(=C1)O)C3=CC=CC=C3
4794,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)OC3C(C(C(C(O3)C(=O)O)O)O)O)OC)O
4795,C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2=O)CO)O
4796,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C)C
4797,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1
4798,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
4799,CC(C)C1=C(C(=CC=C1)C(C)C)OC2C(C(C(C(O2)C(=O)O)O)O)O
4800,C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
4801,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
4802,CC1=CC(=C(C=C1)C(C)C)O
4803,CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)C(=O)O)O)O)O
4804,C1=CC2=C(C=C1O)OC(=O)C=C2C(F)(F)F
4805,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)C4=CC=CC=C4)N5C=CN=C5
4806,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
4807,CC1=C(C(=C2CCC(OC2=C1C)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)O
4808,CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)OC)OC5C(C(C(C(O5)C(=O)O)O)O)O
4809,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C=C(C=C3)O)OC2=O)O
4810,CC12CCC(=O)CC1CCC3C2C4CC5(C3CCC5C(=O)CO)C(O4)O
4811,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
4812,C1=CC=C(C=C1)C(CCCCCCCC(=O)O)(C2=CC=CC=C2)C3=CC=CC=C3
4813,C(C(Cl)(Cl)Cl)OC1C(C(C(C(O1)C(=O)O)O)O)O
4814,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C
4815,CCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
4816,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4OC5C(C(C(C(O5)C(=O)O)O)O)O)O
4817,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
4818,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=NC=C(C=C41)O
4819,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C
4820,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)NC3C(C(C(C(O3)C(=O)O)O)O)O
4821,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
4822,C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)C(=O)[O-])O)O)O
